Question,Answer
I need information on is there an extra fee for COD please.,"Yes, Cash on Delivery is available for most locations. A small handling fee may apply depending on your order value."
What is the meaning of life?,"I am an E-commerce FAQ Assistant and can only help with shopping-related queries like orders, delivery, and payments."
I need information on who is the Prime Minister asap?,"I am an E-commerce FAQ Assistant and can only help with shopping-related queries like orders, delivery, and payments."
"Please tell me, Do you accept international debit cards if possible.","We accept Visa, Mastercard, American Express, and RuPay cards. All transactions are fully encrypted and secure."
"Just checking, Are there any discounts available right now asap?","Please check our homepage or the 'Offers Zone' tab for all live discounts, bank offers, and seasonal deals."
Could you tell me how do I download my invoice?,Invoices can be downloaded from 'My Orders' once the item is shipped. You can enter your GSTIN during checkout for a tax invoice.
Could you tell me when will I get my delivery asap?,"Standard delivery usually takes 3 to 5 business days, depending on your location."
Do you know when should I expect my package please.,"Standard delivery usually takes 3 to 5 business days, depending on your location."
Could you tell me how to rate a product I bought?,You can manage notifications under 'Account Settings' and leave reviews directly on the product page after purchasing.
Do you know make me laugh thanks.,"Why did the computer go to the store? To get some bytes! I can't dance or sing since I'm a chatbot, but I can find you the best deals!"
I need information on can I change delivery address after placing order right now?,"You can manage addresses in 'Saved Addresses'. To change it for an existing order, please contact support before shipping."
